WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,Rain,Drizzle,Mist,Fog,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
14739,20120701,1054,11,FEW060 SCT090 SCT110, ,10, , ,,,,, ,89, ,31.7, ,69, ,20.4, ,57, ,13.9, ,34, ,15, ,290, ,23, ,29.74, , , , , ,29.77, ,AA, , , ,29.77, 
14739,20120701,1154,11,FEW060 SCT075 SCT110, ,10, , ,,,,, ,90, ,32.2, ,70, ,20.8, ,58, ,14.4, ,34, ,16, ,250, ,23, ,29.74, , , , , ,29.76, ,AA, , , ,29.77, 
14739,20120701,1254,11,FEW100 SCT200, ,10, , ,,,,, ,90, ,32.2, ,69, ,20.3, ,56, ,13.3, ,32, ,17, ,270, ,26, ,29.73, ,8, ,6, ,29.75, ,AA, , , ,29.76, 
14739,20120701,1354,11,SCT080 BKN100 BKN120, ,10, , ,,,,, ,90, ,32.2, ,70, ,20.8, ,58, ,14.4, ,34, ,14, ,240, ,22, ,29.72, , , , , ,29.75, ,AA, , , ,29.75, 
14739,20120701,1454,11,SCT075 BKN090 BKN200, ,10, , ,,,,, ,88, ,31.1, ,69, ,20.2, ,57, ,13.9, ,35, ,11, ,280, , , ,29.71, , , , , ,29.74, ,AA, , , ,29.74, 
14739,20120701,1554,11,SCT080 OVC200, ,10, , ,,,,, ,86, ,30, ,69, ,20.4, ,59, ,15, ,40, ,13, ,250, ,20, ,29.73, ,3, ,1, ,29.75, ,AA, , , ,29.76, 
14739,20120701,1654,11,FEW080 BKN220, ,10, , ,,,,, ,82, ,27.8, ,70, ,21.2, ,64, ,17.8, ,55, ,14, ,220, , , ,29.72, , , , , ,29.75, ,AA, , , ,29.75, 
14739,20120701,1754,11,FEW080 SCT200 SCT220, ,10, , ,,,,, ,81, ,27.2, ,69, ,20.7, ,63, ,17.2, ,54, ,9, ,250, , , ,29.71, , , , , ,29.74, ,AA, , , ,29.74, 
14739,20120701,1854,11,FEW080 SCT200 SCT250, ,10, , ,,,,, ,80, ,26.7, ,69, ,20.6, ,63, ,17.2, ,56, ,11, ,250, , , ,29.72, ,5, ,3, ,29.75, ,AA, , , ,29.75, 
14739,20120701,1954,11,FEW085 SCT200, ,10, , ,,,,, ,79, ,26.1, ,69, ,20.7, ,64, ,17.8, ,60, ,5, ,20, , , ,29.75, , , , , ,29.78, ,AA, , , ,29.78, 
14739,20120701,2054,11,CLR, ,10, , ,,,,, ,74, ,23.3, ,66, ,18.8, ,61, ,16.1, ,64, ,6, ,40, , , ,29.78, , , , , ,29.8, ,AA, , , ,29.81, 
14739,20120701,2154,11,FEW100, ,10, , ,,,,, ,71, ,21.7, ,65, ,18.5, ,62, ,16.7, ,73, ,0, ,0, , , ,29.8, ,1, ,25, ,29.82, ,AA, , , ,29.83, 
14739,20120701,2254,11,FEW200, ,10, , ,,,,, ,71, ,21.7, ,65, ,18.2, ,61, ,16.1, ,71, ,0, ,0, , , ,29.8, , , , , ,29.83, ,AA, , , ,29.83, 
14739,20120701,2354,11,FEW250, ,10, , ,,,,, ,72, ,22.2, ,65, ,18.4, ,61, ,16.1, ,68, ,0, ,0, , , ,29.79, , , , , ,29.82, ,AA, , , ,29.82, 
14739,20120702,54,11,FEW200, ,10, , ,,,,, ,71, ,21.7, ,65, ,18.2, ,61, ,16.1, ,71, ,0, ,0, , , ,29.79, ,8, ,2, ,29.82, ,AA, , , ,29.82, 
14739,20120702,154,11,SCT090, ,10, , ,,,,, ,73, ,22.8, ,66, ,18.6, ,61, ,16.1, ,66, ,8, ,300, , , ,29.78, , , , , ,29.81, ,AA, , , ,29.81, 
14739,20120702,254,11,BKN070, ,10, , ,,,,, ,74, ,23.3, ,66, ,18.8, ,61, ,16.1, ,64, ,7, ,310, , , ,29.79, , , , , ,29.82, ,AA, , , ,29.82, 
14739,20120702,354,11,BKN070, ,10, , ,,,,, ,73, ,22.8, ,65, ,18.3, ,60, ,15.6, ,64, ,10, ,320, , , ,29.79, ,3, ,1, ,29.82, ,AA, , , ,29.82, 
14739,20120702,454,11,FEW070 BKN100, ,10, , ,,,,, ,73, ,22.8, ,65, ,18.3, ,60, ,15.6, ,64, ,8, ,350, , , ,29.8, , , , , ,29.83, ,AA, , , ,29.83, 
14739,20120702,554,11,SCT070 BKN100, ,10, , ,,,,, ,73, ,22.8, ,65, ,18.3, ,60, ,15.6, ,64, ,8, ,350, , , ,29.81, , , , , ,29.83, ,AA, , , ,29.84, 
14739,20120702,654,11,FEW070 BKN090, ,10, , ,,,,, ,75, ,23.9, ,65, ,18.4, ,59, ,15, ,58, ,9, ,350, , , ,29.83, ,3, ,14, ,29.86, ,AA, , , ,29.86, 
14739,20120702,754,11,FEW070 BKN100 BKN160, ,10, , ,,,,, ,78, ,25.6, ,66, ,19, ,59, ,15, ,52, ,9, ,360, , , ,29.84, , , , , ,29.87, ,AA, , , ,29.87, 
14739,20120702,854,11,FEW160, ,10, , ,,,,, ,80, ,26.7, ,67, ,19.4, ,59, ,15, ,49, ,7, ,350, , , ,29.84, , , , , ,29.86, ,AA, , , ,29.87, 
14739,20120702,954,11,SCT045, ,10, , ,,,,, ,81, ,27.2, ,66, ,19, ,57, ,13.9, ,44, ,11, ,330, ,16, ,29.84, ,1, ,2, ,29.87, ,AA, , , ,29.87, 
14739,20120702,1054,11,SCT100, ,10, , ,,,,, ,81, ,27.2, ,65, ,18.4, ,55, ,12.8, ,41, ,9, ,360, , , ,29.83, , , , , ,29.86, ,AA, , , ,29.86, 
14739,20120702,1154,11,BKN055 BKN160, ,10, , ,,,,, ,76, ,24.4, ,67, ,19.2, ,61, ,16.1, ,60, ,11, ,120, , , ,29.84, , , , , ,29.86, ,AA, , , ,29.87, 
14739,20120702,1254,11,BKN065 BKN160, ,10, , ,,,,, ,75, ,23.9, ,66, ,18.7, ,60, ,15.6, ,60, ,11, ,130, , , ,29.82, ,8, ,7, ,29.85, ,AA, , , ,29.85, 
14739,20120702,1354,11,FEW070 SCT100 BKN180, ,10, , ,,,,, ,77, ,25, ,67, ,19.4, ,61, ,16.1, ,58, ,10, ,120, , , ,29.81, , , , , ,29.84, ,AA, , , ,29.84, 
14739,20120702,1454,11,FEW021 SCT070 SCT110, ,10, , ,,,,, ,77, ,25, ,66, ,19.1, ,60, ,15.6, ,56, ,7, ,120, , , ,29.82, , , , , ,29.85, ,AA, , , ,29.85, 
14739,20120702,1554,11,FEW040 SCT120 BKN180, ,10, , ,,,,, ,77, ,25, ,66, ,19.1, ,60, ,15.6, ,56, ,3, ,140, , , ,29.8, ,8, ,4, ,29.83, ,AA, , , ,29.83, 
14739,20120702,1654,11,FEW040 SCT120 BKN180, ,10, , ,,,,, ,74, ,23.3, ,66, ,18.8, ,61, ,16.1, ,64, ,7, ,140, , , ,29.81, , , , , ,29.84, ,AA, , , ,29.84, 
14739,20120702,1754,11,FEW065 SCT120 SCT180, ,10, , ,,,,, ,81, ,27.2, ,67, ,19.3, ,58, ,14.4, ,46, ,10, ,270, , , ,29.8, , , , , ,29.83, ,AA, , , ,29.83, 
14739,20120702,1854,11,FEW045 SCT120 SCT200, ,10, , ,,,,, ,81, ,27.2, ,66, ,19, ,57, ,13.9, ,44, ,9, ,300, ,22, ,29.81, ,3, ,3, ,29.84, ,AA, , , ,29.84, 
14739,20120702,1954,11,FEW065 SCT120 SCT200, ,10, , ,,,,, ,79, ,26.1, ,65, ,18.3, ,56, ,13.3, ,45, ,9, ,300, , , ,29.82, , , , , ,29.85, ,AA, , , ,29.85, 
14739,20120702,2054,11,FEW060 SCT120, ,10, , ,,,,, ,77, ,25, ,65, ,18.2, ,57, ,13.9, ,50, ,8, ,280, , , ,29.84, , , , , ,29.86, ,AA, , , ,29.87, 
14739,20120702,2154,11,FEW070, ,10, , ,,,,, ,76, ,24.4, ,66, ,18.6, ,59, ,15, ,56, ,6, ,260, , , ,29.83, ,0, ,7, ,29.86, ,AA, , , ,29.86, 
14739,20120702,2254,11,FEW070, ,10, , ,,,,, ,75, ,23.9, ,66, ,18.7, ,60, ,15.6, ,60, ,7, ,270, , , ,29.84, , , , , ,29.87, ,AA, , , ,29.87, 
14739,20120702,2354,11,FEW070, ,10, , ,,,,, ,74, ,23.3, ,64, ,17.9, ,58, ,14.4, ,58, ,8, ,280, , , ,29.84, , , , , ,29.87, ,AA, , , ,29.87, 
14739,20120703,54,11,FEW075, ,10, , ,,,,, ,72, ,22.2, ,63, ,16.9, ,56, ,13.3, ,57, ,9, ,340, , , ,29.85, ,3, ,5, ,29.88, ,AA, , , ,29.88, 
14739,20120703,154,11,FEW080 BKN110, ,10, , ,,,,, ,71, ,21.7, ,62, ,16.7, ,56, ,13.3, ,59, ,7, ,320, , , ,29.84, , , , , ,29.86, ,AA, , , ,29.87, 
14739,20120703,254,11,OVC100, ,10, , ,,,,, ,70, ,21.1, ,62, ,16.5, ,56, ,13.3, ,61, ,7, ,270, , , ,29.83, , , , , ,29.86, ,AA, , , ,29.86, 
14739,20120703,354,11,BKN100, ,10, , ,,,,, ,70, ,21.1, ,62, ,16.5, ,56, ,13.3, ,61, ,7, ,290, , , ,29.83, ,5, ,5, ,29.86, ,AA, , , ,29.86, 
14739,20120703,454,11,FEW100 SCT230, ,10, , ,,,,, ,70, ,21.1, ,62, ,16.5, ,56, ,13.3, ,61, ,10, ,280, , , ,29.86, , , , , ,29.88, ,AA, , , ,29.89, 
14739,20120703,554,11,FEW110 SCT250, ,10, , ,,,,, ,71, ,21.7, ,62, ,16.7, ,56, ,13.3, ,59, ,11, ,320, , , ,29.87, , , , , ,29.9, ,AA, , , ,29.9, 
14739,20120703,654,11,FEW110 SCT280, ,10, , ,,,,, ,74, ,23.3, ,63, ,17, ,55, ,12.8, ,52, ,13, ,320, , , ,29.87, ,0, ,12, ,29.9, ,AA, , , ,29.9, 
14739,20120703,754,11,FEW110 SCT280, ,10, , ,,,,, ,77, ,25, ,62, ,16.8, ,52, ,11.1, ,42, ,9, ,330, , , ,29.88, , , , , ,29.91, ,AA, , , ,29.91, 
14739,20120703,854,11,FEW060 SCT280, ,10, , ,,,,, ,78, ,25.6, ,63, ,17, ,52, ,11.1, ,40, ,11, ,320, ,17, ,29.88, , , , , ,29.91, ,AA, , , ,29.91, 
14739,20120703,954,11,SCT060 SCT280, ,10, , ,,,,, ,80, ,26.7, ,63, ,17.4, ,52, ,11.1, ,38, ,8, ,300, , , ,29.87, ,0, ,2, ,29.9, ,AA, , , ,29.9, 
14739,20120703,1054,11,FEW065 SCT280, ,10, , ,,,,, ,82, ,27.8, ,63, ,17.3, ,50, ,10, ,33, ,9, ,310, ,18, ,29.85, , , , , ,29.88, ,AA, , , ,29.88, 
14739,20120703,1154,11,FEW070 SCT280, ,10, , ,,,,, ,81, ,27.2, ,63, ,16.9, ,49, ,9.4, ,33, ,11, ,350, ,18, ,29.85, , , , , ,29.88, ,AA, , , ,29.88, 
14739,20120703,1254,11,FEW070 SCT280, ,9, , ,,,,, ,85, ,29.4, ,64, ,17.9, ,50, ,10, ,30, ,15, ,350, ,21, ,29.85, ,6, ,8, ,29.88, ,AA, , , ,29.88, 
14739,20120703,1354,11,FEW080 SCT280, ,10, , ,,,,, ,82, ,27.8, ,65, ,18.4, ,54, ,12.2, ,38, ,7, ,90, , , ,29.85, , , , , ,29.88, ,AA, , , ,29.88, 
14739,20120703,1454,11,FEW080 SCT280, ,10, , ,,,,, ,78, ,25.6, ,64, ,17.6, ,54, ,12.2, ,44, ,14, ,120, , , ,29.84, , , , , ,29.87, ,AA, , , ,29.87, 
14739,20120703,1554,11,FEW075 BKN280, ,10, , ,,,,, ,77, ,25, ,64, ,17.9, ,56, ,13.3, ,48, ,11, ,130, , , ,29.84, ,5, ,3, ,29.87, ,AA, , , ,29.87, 
14739,20120703,1654,11,FEW080 BKN280, ,10, , ,,,,, ,76, ,24.4, ,65, ,18, ,57, ,13.9, ,52, ,11, ,110, , , ,29.83, , , , , ,29.85, ,AA, , , ,29.86, 
14739,20120703,1754,11,FEW080 SCT150 BKN280, ,10, , ,,,,, ,73, ,22.8, ,64, ,17.7, ,58, ,14.4, ,59, ,8, ,90, , , ,29.83, , , , , ,29.86, ,AA, , , ,29.86, 
14739,20120703,1854,11,FEW070 SCT150 BKN280, ,9, , ,,,,, ,73, ,22.8, ,64, ,17.7, ,58, ,14.4, ,59, ,9, ,110, , , ,29.82, ,6, ,7, ,29.85, ,AA, , , ,29.85, 
14739,20120703,1954,11,FEW070 BKN150 OVC280, ,10, , ,,,,, ,68, ,20, ,64, ,17.6, ,61, ,16.1, ,78, ,5, ,130, , , ,29.82, , , , , ,29.85, ,AA, , , ,29.85, 
14739,20120703,2054,11,SCT130 BKN250, ,10, , ,,,,, ,68, ,20, ,63, ,17.3, ,60, ,15.6, ,76, ,0, ,0, , , ,29.82, , , , , ,29.85, ,AA, , , ,29.85, 
14739,20120703,2154,11,SCT130 BKN250, ,10, , ,,,,, ,74, ,23.3, ,65, ,18.5, ,60, ,15.6, ,62, ,7, ,230, , , ,29.82, ,8, ,0, ,29.85, ,AA, , , ,29.85, 
14739,20120703,2254,11,SCT130 BKN250, ,10, , ,,,,, ,71, ,21.7, ,65, ,18.2, ,61, ,16.1, ,71, ,7, ,180, , , ,29.82, , , , , ,29.85, ,AA, , , ,29.85, 
14739,20120703,2354,11,SCT130 OVC250, ,10, , ,,,,, ,70, ,21.1, ,64, ,18, ,61, ,16.1, ,73, ,7, ,180, , , ,29.82, , , , , ,29.85, ,AA, , , ,29.85, 
14739,20120704,54,11,FEW060 BKN130 BKN250, ,10, , ,,,,, ,68, ,20, ,63, ,17.3, ,60, ,15.6, ,76, ,6, ,170, , , ,29.8, ,8, ,6, ,29.83, ,AA, , , ,29.83, 
14739,20120704,154,11,FEW060 BKN130 OVC250, ,10, , ,,,,, ,68, ,20, ,64, ,17.6, ,61, ,16.1, ,78, ,5, ,190, , , ,29.78, , , , , ,29.81, ,AA, , , ,29.81, 
14739,20120704,254,11,OVC100, ,10, , ,,,,, ,69, ,20.6, ,65, ,18.1, ,62, ,16.7, ,79, ,6, ,190, , , ,29.77, , , , , ,29.8, ,AA, , , ,29.8, 
14739,20120704,354,11,SCT060 OVC100, ,10, , ,,,,, ,71, ,21.7, ,66, ,18.8, ,63, ,17.2, ,76, ,10, ,210, , , ,29.78, ,5, ,6, ,29.81, ,AA, , , ,29.81, 
14739,20120704,454,11,FEW070 OVC090, ,4, ,-RA BR,1,,1,, ,70, ,21.1, ,67, ,19.7, ,66, ,18.9, ,87, ,8, ,240, , , ,29.79, , , , , ,29.82, ,AA, ,0.04, ,29.82, 
14739,20120704,554,11,BKN065 BKN080 OVC110, ,6, ,-RA BR,1,,1,, ,69, ,20.6, ,68, ,19.8, ,67, ,19.4, ,93, ,5, ,200, , , ,29.78, , , , , ,29.81, ,AA, ,0.05, ,29.81, 
14739,20120704,654,11,SCT055 OVC110, ,4, ,-RA BR,1,,1,, ,69, ,20.6, ,68, ,19.8, ,67, ,19.4, ,93, ,6, ,190, , , ,29.78, ,8, ,3, ,29.8, ,AA, ,0.02, ,29.81, 
14739,20120704,754,11,FEW010 SCT055 OVC070, ,5, ,-RA BR,1,,1,, ,71, ,21.7, ,69, ,20.5, ,68, ,20, ,90, ,10, ,210, , , ,29.77, , , , , ,29.8, ,AA, ,0.03, ,29.8, 
14739,20120704,824,11,SCT008 SCT045 BKN070, ,7, , ,,,,, ,72, ,22, ,71, ,21.4, ,70, ,21, ,93, ,11, ,220, , , ,29.76, , , , , ,M, ,SP, , , ,29.79, 
14739,20120704,854,11,SCT008 BKN036 BKN070, ,7, , ,,,,, ,73, ,22.8, ,70, ,21.3, ,69, ,20.6, ,87, ,9, ,230, , , ,29.75, , , , , ,29.77, ,AA, ,  T, ,29.78, 
14739,20120704,954,11,SCT014 SCT120, ,8, , ,,,,, ,78, ,25.6, ,72, ,22.2, ,69, ,20.6, ,74, ,11, ,240, , , ,29.73, ,8, ,14, ,29.76, ,AA, , , ,29.76, 
14739,20120704,1054,11,SCT025, ,10, , ,,,,, ,81, ,27.2, ,72, ,22.4, ,68, ,20, ,65, ,9, ,270, , , ,29.71, , , , , ,29.74, ,AA, , , ,29.74, 
14739,20120704,1154,11,SCT030, ,10, , ,,,,, ,83, ,28.3, ,72, ,22.4, ,67, ,19.4, ,59, ,5, ,350, , , ,29.7, , , , , ,29.73, ,AA, , , ,29.73, 
14739,20120704,1254,11,BKN030, ,9, , ,,,,, ,84, ,28.9, ,72, ,22.2, ,66, ,18.9, ,55, ,6, ,240, , , ,29.7, ,5, ,10, ,29.73, ,AA, , , ,29.73, 
14739,20120704,1354,11,SCT042 BKN055 BKN075, ,8, , ,,,,, ,76, ,24.4, ,70, ,20.8, ,66, ,18.9, ,71, ,7, ,130, , , ,29.69, , , , , ,29.72, ,AA, , , ,29.72, 
14739,20120704,1454,11,BKN046 BKN060 OVC110, ,9, , ,,,,, ,78, ,25.6, ,71, ,21.5, ,67, ,19.4, ,69, ,9, ,80, , , ,29.68, , , , , ,29.71, ,AA, , , ,29.71, 
14739,20120704,1554,11,FEW044 SCT065 BKN110, ,10, , ,,,,, ,78, ,25.6, ,71, ,21.5, ,67, ,19.4, ,69, ,9, ,80, , , ,29.66, ,8, ,14, ,29.69, ,AA, , , ,29.69, 
14739,20120704,1654,11,FEW045 SCT075 SCT120, ,10, , ,,,,, ,79, ,26.1, ,72, ,22.3, ,69, ,20.6, ,72, ,8, ,100, , , ,29.65, , , , , ,29.68, ,AA, , , ,29.68, 
14739,20120704,1754,11,FEW045 SCT075 SCT130, ,10, , ,,,,, ,76, ,24.4, ,71, ,21.5, ,68, ,20, ,76, ,6, ,100, , , ,29.66, , , , , ,29.68, ,AA, , , ,29.69, 
14739,20120704,1854,11,FEW045 SCT075 SCT130, ,10, , ,,,,, ,78, ,25.6, ,71, ,21.5, ,67, ,19.4, ,69, ,3, ,140, , , ,29.65, ,6, ,5, ,29.68, ,AA, , , ,29.68, 
14739,20120704,1954,11,FEW045 SCT075 SCT130, ,10, , ,,,,, ,82, ,27.8, ,73, ,22.9, ,69, ,20.6, ,65, ,8, ,230, , , ,29.66, , , , , ,29.69, ,AA, , , ,29.69, 
14739,20120704,2014,11,FEW040CB SCT080, ,9, , ,,,,, ,81, ,27, ,74, ,23, ,70, ,21, ,69, ,10, ,230, , , ,29.66, , , , , ,M, ,SP, , , ,29.69, 
14739,20120704,2054,11,FEW023CB SCT080, ,7, , ,,,,, ,79, ,26.1, ,73, ,22.7, ,70, ,21.1, ,74, ,10, ,210, , , ,29.66, , , , , ,29.69, ,AA, , , ,29.69, 
14739,20120704,2136,11,FEW023 SCT070 BKN100, ,10, , ,,,,, ,81, ,27, ,74, ,23, ,70, ,21, ,69, ,17, ,240, ,23, ,29.66, , , , , ,M, ,SP, , , ,29.69, 
14739,20120704,2148,11,FEW023CB SCT070, ,7, , ,,,,, ,79, ,26, ,73, ,22.7, ,70, ,21, ,74, ,17, ,240, , , ,29.65, , , , , ,M, ,SP, , , ,29.68, 
14739,20120704,2154,11,FEW023CB SCT070, ,7, , ,,,,, ,79, ,26.1, ,73, ,22.7, ,70, ,21.1, ,74, ,21, ,250, ,28, ,29.65, ,0, ,1, ,29.68, ,AA, ,  T, ,29.68, 
14739,20120704,2216,11,FEW023 SCT070 SCT110, ,10, , ,,,,, ,79, ,26, ,73, ,22.7, ,70, ,21, ,74, ,13, ,240, , , ,29.64, , , , , ,M, ,SP, , , ,29.67, 
14739,20120704,2254,11,FEW070 SCT130, ,10, , ,,,,, ,78, ,25.6, ,73, ,22.5, ,70, ,21.1, ,77, ,11, ,240, , , ,29.64, , , , , ,29.67, ,AA, ,  T, ,29.67, 
14739,20120704,2354,11,FEW130, ,9, , ,,,,, ,77, ,25, ,72, ,22.3, ,70, ,21.1, ,79, ,8, ,260, , , ,29.63, , , , , ,29.66, ,AA, , , ,29.66, 
14739,20120705,54,11,FEW080, ,10, , ,,,,, ,77, ,25, ,72, ,22.3, ,70, ,21.1, ,79, ,9, ,280, , , ,29.64, ,5, ,4, ,29.67, ,AA, , , ,29.67, 
14739,20120705,154,11,FEW080, ,10, , ,,,,, ,76, ,24.4, ,71, ,21.5, ,68, ,20, ,76, ,8, ,300, , , ,29.63, , , , , ,29.66, ,AA, , , ,29.66, 
14739,20120705,254,11,FEW100, ,10, , ,,,,, ,75, ,23.9, ,69, ,20.6, ,66, ,18.9, ,74, ,10, ,310, , , ,29.62, , , , , ,29.65, ,AA, , , ,29.65, 
14739,20120705,354,11,SCT100, ,10, , ,,,,, ,74, ,23.3, ,67, ,19.4, ,63, ,17.2, ,69, ,13, ,320, ,21, ,29.64, ,3, ,1, ,29.67, ,AA, , , ,29.67, 
14739,20120705,454,11,FEW110, ,10, , ,,,,, ,73, ,22.8, ,66, ,18.9, ,62, ,16.7, ,69, ,11, ,320, , , ,29.67, , , , , ,29.7, ,AA, , , ,29.7, 
14739,20120705,554,11,FEW270, ,10, , ,,,,, ,74, ,23.3, ,66, ,19.1, ,62, ,16.7, ,66, ,14, ,330, ,21, ,29.68, , , , , ,29.7, ,AA, , , ,29.71, 
14739,20120705,654,11,SCT270, ,10, , ,,,,, ,76, ,24.4, ,67, ,19.5, ,62, ,16.7, ,62, ,13, ,350, , , ,29.69, ,1, ,18, ,29.72, ,AA, , , ,29.72, 
14739,20120705,754,11,FEW040 SCT260, ,10, , ,,,,, ,78, ,25.6, ,67, ,19.6, ,61, ,16.1, ,56, ,18, ,350, ,25, ,29.7, , , , , ,29.72, ,AA, , , ,29.73, 
14739,20120705,854,11,FEW040 BKN300, ,10, , ,,,,, ,80, ,26.7, ,69, ,20.2, ,62, ,16.7, ,54, ,14, ,350, ,20, ,29.71, , , , , ,29.74, ,AA, , , ,29.74, 
14739,20120705,954,11,SCT040 BKN300, ,10, , ,,,,, ,81, ,27.2, ,67, ,19.5, ,59, ,15, ,47, ,13, ,10, ,20, ,29.71, ,3, ,7, ,29.74, ,AA, , , ,29.74, 
14739,20120705,1054,11,SCT042 SCT200 BKN300, ,10, , ,,,,, ,81, ,27.2, ,68, ,20.1, ,61, ,16.1, ,51, ,11, ,10, , , ,29.72, , , , , ,29.74, ,AA, , , ,29.75, 
14739,20120705,1154,11,BKN045 BKN220 BKN300, ,10, , ,,,,, ,82, ,27.8, ,69, ,20.3, ,61, ,16.1, ,49, ,10, ,340, , , ,29.71, , , , , ,29.74, ,AA, , , ,29.74, 
14739,20120705,1254,11,SCT047 BKN060 BKN280, ,10, , ,,,,, ,76, ,24.4, ,68, ,20.1, ,64, ,17.8, ,67, ,10, ,90, , , ,29.72, ,3, ,2, ,29.75, ,AA, , , ,29.75, 
14739,20120705,1354,11,FEW042 SCT055 BKN280, ,10, , ,,,,, ,76, ,24.4, ,68, ,19.8, ,63, ,17.2, ,64, ,9, ,130, , , ,29.73, , , , , ,29.76, ,AA, , , ,29.76, 
14739,20120705,1454,11,BKN047 BKN060 OVC280, ,10, , ,,,,, ,75, ,23.9, ,67, ,19.6, ,63, ,17.2, ,66, ,8, ,130, , , ,29.75, , , , , ,29.78, ,AA, , , ,29.78, 
14739,20120705,1554,11,SCT045 BKN065 BKN280, ,10, , ,,,,, ,75, ,23.9, ,67, ,19.6, ,63, ,17.2, ,66, ,6, ,130, , , ,29.76, ,1, ,13, ,29.78, ,AA, , , ,29.79, 
14739,20120705,1654,11,BKN040 BKN060 BKN280, ,10, , ,,,,, ,73, ,22.8, ,67, ,19.2, ,63, ,17.2, ,71, ,6, ,140, , , ,29.77, , , , , ,29.79, ,AA, , , ,29.8, 
14739,20120705,1754,11,FEW050 SCT060 BKN080, ,10, , ,,,,, ,73, ,22.8, ,67, ,19.2, ,63, ,17.2, ,71, ,5, ,180, , , ,29.78, , , , , ,29.8, ,AA, , , ,29.81, 
14739,20120705,1854,11,SCT050 BKN075 OVC280, ,10, , ,,,,, ,73, ,22.8, ,66, ,18.9, ,62, ,16.7, ,69, ,3, ,130, , , ,29.78, ,1, ,8, ,29.81, ,AA, , , ,29.81, 
