WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,Rain,Drizzle,Mist,Fog,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
14739,20120501,1154,11,OVC012, ,2.5, ,#NAME?,1,,1,, ,47, ,8.3, ,46, ,7.5, ,44, ,6.7, ,89, ,3, ,90, , , ,30.07, , , , , ,30.1, ,AA, ,0.05, ,30.1, 
14739,20120501,1212,11,OVC010, ,1, ,RA BR,1,,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,5, ,50, , , ,30.07, , , , , ,M, ,SP, , , ,30.1, 
14739,20120501,1219,11,SCT006 OVC012, ,1, ,RA BR,1,,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,5, ,50, , , ,30.06, , , , , ,M, ,SP, , , ,30.09, 
14739,20120501,1250,11,BKN006 BKN011 OVC019, ,1, ,#NAME?,1,,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,9, ,100, , , ,30.05, , , , , ,M, ,SP, , , ,30.08, 
14739,20120501,1254,11,BKN006 BKN011 OVC019, ,1, ,#NAME?,1,,1,, ,47, ,8.3, ,46, ,7.7, ,45, ,7.2, ,93, ,9, ,110, , , ,30.06, ,1, ,3, ,30.08, ,AA, ,0.11, ,30.09, 
14739,20120501,1336,11,BKN006 BKN011 OVC019, ,2, ,#NAME?,1,,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,14, ,100, , , ,30.05, , , , , ,M, ,SP, , , ,30.08, 
14739,20120501,1354,11,BKN006 OVC019, ,2.5, ,#NAME?,1,,1,, ,47, ,8.3, ,46, ,7.7, ,45, ,7.2, ,93, ,16, ,90, , , ,30.04, , , , , ,30.07, ,AA, ,0.02, ,30.07, 
14739,20120501,1409,11,OVC006, ,1.75, ,#NAME?,1,,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,16, ,80, , , ,30.04, , , , , ,M, ,SP, , , ,30.07, 
14739,20120501,1418,11,OVC006, ,2.5, ,#NAME?,1,,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,17, ,90, , , ,30.03, , , , , ,M, ,SP, , , ,30.06, 
14739,20120501,1424,11,OVC004, ,3, ,#NAME?,1,,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,16, ,80, , , ,30.04, , , , , ,M, ,SP, , , ,30.07, 
14739,20120501,1436,11,OVC004, ,2.5, ,BR,,,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,15, ,80, , , ,30.04, , , , , ,M, ,SP, , , ,30.07, 
14739,20120501,1452,11,OVC004, ,1.75, ,BR,,,1,, ,46, ,8, ,46, ,7.7, ,46, ,8, ,100, ,14, ,80, , , ,30.03, , , , , ,M, ,SP, , , ,30.06, 
14739,20120501,1454,11,OVC004, ,2, ,#NAME?,,1,1,, ,47, ,8.3, ,47, ,8, ,46, ,7.8, ,96, ,15, ,80, , , ,30.03, , , , , ,30.06, ,AA, ,  T, ,30.06, 
14739,20120501,1500,11,OVC004, ,1.5, ,#NAME?,,1,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,15, ,80, , , ,30.03, , , , , ,M, ,SP, , , ,30.06, 
14739,20120501,1524,11,OVC004, ,0.75, ,#NAME?,,1,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,16, ,60, , , ,30.03, , , , , ,M, ,SP, , , ,30.06, 
14739,20120501,1554,11,OVC004, ,0.75, ,#NAME?,,1,1,, ,46, ,7.8, ,46, ,7.5, ,45, ,7.2, ,96, ,16, ,70, , , ,30.03, ,5, ,7, ,30.06, ,AA, ,0.01, ,30.06, 
14739,20120501,1654,11,OVC004, ,0.75, ,#NAME?,,1,1,, ,46, ,7.8, ,46, ,7.5, ,45, ,7.2, ,96, ,15, ,70, , , ,30.05, , , , , ,30.07, ,AA, ,  T, ,30.08, 
14739,20120501,1711,11,OVC004, ,1.5, ,#NAME?,,1,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,14, ,60, , , ,30.06, , , , , ,M, ,SP, , , ,30.09, 
14739,20120501,1754,11,OVC004, ,1.5, ,#NAME?,,1,1,, ,46, ,7.8, ,45, ,7.2, ,44, ,6.7, ,93, ,16, ,60, , , ,30.06, , , , , ,30.09, ,AA, ,  T, ,30.09, 
14739,20120501,1836,11,BKN006 OVC009, ,1.5, ,#NAME?,,1,1,, ,45, ,7, ,45, ,7.2, ,45, ,7, ,100, ,13, ,60, , , ,30.06, , , , , ,M, ,SP, , , ,30.09, 
14739,20120501,1854,11,OVC006, ,1.5, ,#NAME?,,1,1,, ,45, ,7.2, ,45, ,6.9, ,44, ,6.7, ,96, ,11, ,50, , , ,30.07, ,3, ,13, ,30.1, ,AA, ,  T, ,30.1, 
14739,20120501,1941,11,OVC006, ,4, ,#NAME?,,1,1,, ,45, ,7, ,44, ,6.7, ,43, ,6, ,93, ,11, ,50, , , ,30.09, , , , , ,M, ,SP, , , ,30.12, 
14739,20120501,1954,11,OVC006, ,6, ,BR,,,1,, ,45, ,7.2, ,44, ,6.7, ,43, ,6.1, ,93, ,9, ,50, , , ,30.09, , , , , ,30.12, ,AA, ,  T, ,30.12, 
14739,20120501,2054,11,OVC006, ,6, ,BR,,,1,, ,45, ,7.2, ,44, ,6.7, ,43, ,6.1, ,93, ,11, ,30, , , ,30.11, , , , , ,30.13, ,AA, , , ,30.14, 
14739,20120501,2154,11,OVC006, ,9, , ,,,,, ,46, ,7.8, ,45, ,7.2, ,44, ,6.7, ,93, ,9, ,30, , , ,30.11, ,1, ,13, ,30.14, ,AA, , , ,30.14, 
14739,20120501,2254,11,OVC006, ,5, ,BR,,,1,, ,46, ,7.8, ,45, ,7.2, ,44, ,6.7, ,93, ,9, ,40, , , ,30.1, , , , , ,30.13, ,AA, , , ,30.13, 
14739,20120501,2354,11,OVC006, ,7, , ,,,,, ,45, ,7.2, ,45, ,6.9, ,44, ,6.7, ,96, ,7, ,20, , , ,30.13, , , , , ,30.15, ,AA, , , ,30.16, 
14739,20120502,54,11,OVC006, ,5, ,BR,,,1,, ,45, ,7.2, ,45, ,6.9, ,44, ,6.7, ,96, ,8, ,20, , , ,30.12, ,3, ,4, ,30.15, ,AA, , , ,30.15, 
14739,20120502,154,11,OVC006, ,10, , ,,,,, ,45, ,7.2, ,45, ,6.9, ,44, ,6.7, ,96, ,10, ,30, , , ,30.11, , , , , ,30.14, ,AA, , , ,30.14, 
14739,20120502,254,11,OVC006, ,10, , ,,,,, ,46, ,7.8, ,45, ,7.2, ,44, ,6.7, ,93, ,7, ,30, , , ,30.14, , , , , ,30.16, ,AA, , , ,30.17, 
14739,20120502,354,11,OVC008, ,6, ,BR,,,1,, ,46, ,7.8, ,45, ,7.2, ,44, ,6.7, ,93, ,7, ,40, , , ,30.14, ,3, ,6, ,30.17, ,AA, , , ,30.17, 
14739,20120502,427,11,OVC010, ,6, ,BR,,,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,6, ,30, , , ,30.14, , , , , ,M, ,SP, , , ,30.17, 
14739,20120502,441,11,OVC008, ,6, ,BR,,,1,, ,46, ,8, ,45, ,6.9, ,43, ,6, ,89, ,8, ,30, ,25, ,30.15, , , , , ,M, ,SP, , , ,30.18, 
14739,20120502,454,11,OVC006, ,6, ,BR,,,1,, ,46, ,7.8, ,45, ,7.2, ,44, ,6.7, ,93, ,6, ,30, , , ,30.15, , , , , ,30.18, ,AA, , , ,30.18, 
14739,20120502,547,11,OVC006, ,1.5, ,BR,,,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,8, ,20, , , ,30.17, , , , , ,M, ,SP, , , ,30.2, 
14739,20120502,554,11,OVC006, ,1.5, ,BR,,,1,, ,46, ,7.8, ,45, ,7.2, ,44, ,6.7, ,93, ,9, ,20, , , ,30.18, , , , , ,30.2, ,AA, , , ,30.21, 
14739,20120502,639,11,OVC006, ,7, , ,,,,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,7, ,70, , , ,30.17, , , , , ,M, ,SP, , , ,30.2, 
14739,20120502,654,11,OVC006, ,9, , ,,,,, ,46, ,7.8, ,45, ,7.2, ,44, ,6.7, ,93, ,7, ,60, , , ,30.17, ,0, ,10, ,30.2, ,AA, , , ,30.2, 
14739,20120502,737,11,OVC010, ,8, , ,,,,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,10, ,70, , , ,30.18, , , , , ,M, ,SP, , , ,30.21, 
14739,20120502,754,11,OVC010, ,8, ,#NAME?,,1,,, ,47, ,8.3, ,46, ,7.5, ,44, ,6.7, ,89, ,10, ,60, , , ,30.18, , , , , ,30.2, ,AA, ,  T, ,30.21, 
14739,20120502,834,11,SCT008 OVC014, ,2.5, ,#NAME?,,1,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,11, ,60, , , ,30.2, , , , , ,M, ,SP, , , ,30.23, 
14739,20120502,837,11,BKN008 OVC014, ,2.5, ,#NAME?,,1,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,11, ,70, , , ,30.2, , , , , ,M, ,SP, , , ,30.23, 
14739,20120502,852,11,BKN008 OVC013, ,4, ,BR,,,1,, ,48, ,9, ,47, ,8.3, ,46, ,8, ,93, ,11, ,70, , , ,30.2, , , , , ,M, ,SP, , , ,30.23, 
14739,20120502,854,11,BKN008 BKN013 OVC017, ,4, ,BR,,,1,, ,48, ,8.9, ,47, ,8.3, ,46, ,7.8, ,93, ,10, ,70, , , ,30.2, , , , , ,30.23, ,AA, ,  T, ,30.23, 
14739,20120502,910,11,SCT006 OVC017, ,10, , ,,,,, ,48, ,9, ,47, ,8.3, ,46, ,8, ,93, ,9, ,70, , , ,30.2, , , , , ,M, ,SP, , , ,30.23, 
14739,20120502,937,11,BKN008 OVC013, ,10, , ,,,,, ,48, ,9, ,47, ,8.3, ,46, ,8, ,93, ,10, ,70, , , ,30.21, , , , , ,M, ,SP, , , ,30.24, 
14739,20120502,954,11,BKN006 OVC011, ,6, ,BR,,,1,, ,48, ,8.9, ,47, ,8.3, ,46, ,7.8, ,93, ,10, ,70, , , ,30.2, ,1, ,12, ,30.23, ,AA, , , ,30.23, 
14739,20120502,1054,11,BKN006 BKN011 OVC028, ,10, , ,,,,, ,49, ,9.4, ,47, ,8.3, ,45, ,7.2, ,86, ,10, ,80, , , ,30.2, , , , , ,30.23, ,AA, , , ,30.23, 
14739,20120502,1104,11,SCT006 BKN018 OVC028, ,10, , ,,,,, ,50, ,10, ,48, ,8.6, ,45, ,7, ,83, ,9, ,80, , , ,30.2, , , , , ,M, ,SP, , , ,30.23, 
14739,20120502,1154,11,FEW020 BKN028, ,10, , ,,,,, ,51, ,10.6, ,48, ,8.9, ,45, ,7.2, ,80, ,10, ,80, , , ,30.19, , , , , ,30.22, ,AA, , , ,30.22, 
14739,20120502,1254,11,OVC026, ,10, , ,,,,, ,51, ,10.6, ,48, ,8.9, ,45, ,7.2, ,80, ,9, ,80, , , ,30.18, ,8, ,6, ,30.21, ,AA, , , ,30.21, 
14739,20120502,1354,11,FEW015 OVC026, ,10, , ,,,,, ,50, ,10, ,48, ,8.6, ,45, ,7.2, ,83, ,10, ,80, , , ,30.19, , , , , ,30.21, ,AA, , , ,30.22, 
14739,20120502,1443,11,FEW008 OVC028, ,10, , ,,,,, ,50, ,10, ,48, ,8.6, ,45, ,7, ,83, ,11, ,80, , , ,30.18, , , , , ,M, ,SP, , , ,30.21, 
14739,20120502,1454,11,FEW008 OVC028, ,10, , ,,,,, ,50, ,10, ,47, ,8.3, ,44, ,6.7, ,80, ,14, ,90, , , ,30.17, , , , , ,30.2, ,AA, , , ,30.2, 
14739,20120502,1554,11,FEW008 OVC025, ,10, , ,,,,, ,49, ,9.4, ,47, ,8.1, ,44, ,6.7, ,83, ,14, ,100, , , ,30.17, ,8, ,5, ,30.2, ,AA, , , ,30.2, 
14739,20120502,1624,11,BKN008 OVC025, ,10, , ,,,,, ,48, ,9, ,46, ,7.5, ,43, ,6, ,83, ,11, ,80, , , ,30.18, , , , , ,M, ,SP, , , ,30.21, 
14739,20120502,1654,11,BKN008 OVC025, ,10, , ,,,,, ,47, ,8.3, ,45, ,7.2, ,43, ,6.1, ,86, ,10, ,90, , , ,30.19, , , , , ,30.22, ,AA, , , ,30.22, 
14739,20120502,1737,11,BKN010 BKN013 OVC025, ,10, , ,,,,, ,46, ,8, ,45, ,6.9, ,43, ,6, ,89, ,9, ,80, , , ,30.19, , , , , ,M, ,SP, , , ,30.22, 
14739,20120502,1754,11,BKN010 OVC025, ,10, , ,,,,, ,47, ,8.3, ,45, ,7.2, ,43, ,6.1, ,86, ,10, ,80, , , ,30.19, , , , , ,30.22, ,AA, , , ,30.22, 
14739,20120502,1854,11,BKN010 OVC025, ,10, , ,,,,, ,47, ,8.3, ,45, ,7.2, ,43, ,6.1, ,86, ,11, ,100, , , ,30.2, ,1, ,8, ,30.22, ,AA, , , ,30.23, 
14739,20120502,1936,11,OVC008, ,10, , ,,,,, ,46, ,8, ,45, ,6.9, ,43, ,6, ,89, ,8, ,70, , , ,30.21, , , , , ,M, ,SP, , , ,30.24, 
14739,20120502,1954,11,OVC008, ,10, , ,,,,, ,47, ,8.3, ,45, ,7.2, ,43, ,6.1, ,86, ,7, ,90, , , ,30.21, , , , , ,30.24, ,AA, , , ,30.24, 
14739,20120502,2054,11,OVC008, ,10, , ,,,,, ,46, ,7.8, ,45, ,6.9, ,43, ,6.1, ,89, ,7, ,80, , , ,30.2, , , , , ,30.23, ,AA, , , ,30.23, 
14739,20120502,2154,11,BKN008 OVC014, ,10, , ,,,,, ,47, ,8.3, ,45, ,7.2, ,43, ,6.1, ,86, ,7, ,80, , , ,30.18, ,8, ,4, ,30.21, ,AA, , , ,30.21, 
14739,20120502,2254,11,BKN008 OVC014, ,10, , ,,,,, ,47, ,8.3, ,46, ,7.5, ,44, ,6.7, ,89, ,7, ,80, , , ,30.18, , , , , ,30.2, ,AA, , , ,30.21, 
14739,20120502,2354,11,BKN008 OVC013, ,10, , ,,,,, ,47, ,8.3, ,46, ,7.5, ,44, ,6.7, ,89, ,9, ,100, , , ,30.17, , , , , ,30.2, ,AA, , , ,30.2, 
14739,20120503,54,11,BKN008 OVC014, ,10, , ,,,,, ,47, ,8.3, ,46, ,7.5, ,44, ,6.7, ,89, ,7, ,90, , , ,30.16, ,8, ,9, ,30.19, ,AA, , , ,30.19, 
14739,20120503,152,11,BKN008 OVC014, ,2, ,BR,,,1,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,5, ,100, , , ,30.15, , , , , ,M, ,SP, , , ,30.18, 
14739,20120503,154,11,BKN008 OVC014, ,2, ,BR,,,1,, ,46, ,7.8, ,46, ,7.5, ,45, ,7.2, ,96, ,5, ,110, , , ,30.15, , , , , ,30.18, ,AA, , , ,30.18, 
14739,20120503,221,11,BKN005 OVC014, ,10, , ,,,,, ,46, ,8, ,46, ,7.5, ,45, ,7, ,96, ,9, ,110, , , ,30.13, , , , , ,M, ,SP, , , ,30.16, 
14739,20120503,254,11,BKN007 OVC014, ,10, ,#NAME?,1,,,, ,47, ,8.3, ,46, ,7.5, ,44, ,6.7, ,89, ,8, ,120, , , ,30.13, , , , , ,30.16, ,AA, ,0.01, ,30.16, 
14739,20120503,354,11,BKN005 OVC014, ,8, ,#NAME?,1,,,, ,46, ,7.8, ,46, ,7.5, ,45, ,7.2, ,96, ,5, ,110, , , ,30.15, ,5, ,2, ,30.17, ,AA, ,0.02, ,30.18, 
14739,20120503,454,11,BKN008 OVC042, ,8, , ,,,,, ,47, ,8.3, ,46, ,7.5, ,44, ,6.7, ,89, ,8, ,120, , , ,30.13, , , , , ,30.16, ,AA, ,0.01, ,30.16, 
14739,20120503,554,11,BKN008 OVC014, ,4, ,BR,,,1,, ,47, ,8.3, ,46, ,7.7, ,45, ,7.2, ,93, ,5, ,100, , , ,30.16, , , , , ,30.19, ,AA, ,  T, ,30.19, 
14739,20120503,654,11,BKN008 OVC014, ,6, ,BR,,,1,, ,47, ,8.3, ,46, ,7.7, ,45, ,7.2, ,93, ,7, ,110, , , ,30.18, ,3, ,10, ,30.2, ,AA, ,  T, ,30.21, 
14739,20120503,754,11,OVC008, ,4, ,#NAME?,1,,1,, ,47, ,8.3, ,46, ,7.7, ,45, ,7.2, ,93, ,9, ,100, , , ,30.18, , , , , ,30.2, ,AA, ,  T, ,30.21, 
14739,20120503,854,11,OVC006, ,10, , ,,,,, ,48, ,8.9, ,47, ,8.3, ,46, ,7.8, ,93, ,8, ,110, , , ,30.17, , , , , ,30.2, ,AA, ,  T, ,30.2, 
14739,20120503,949,11,OVC006, ,2.5, ,BR,,,1,, ,48, ,9, ,47, ,8.3, ,46, ,8, ,93, ,7, ,110, , , ,30.19, , , , , ,M, ,SP, , , ,30.22, 
14739,20120503,954,11,OVC006, ,2.5, ,BR,,,1,, ,49, ,9.4, ,48, ,8.8, ,47, ,8.3, ,93, ,8, ,110, , , ,30.19, ,2, ,3, ,30.21, ,AA, , , ,30.22, 
14739,20120503,1012,11,OVC006, ,3, ,BR,,,1,, ,48, ,9, ,47, ,8.3, ,46, ,8, ,93, ,8, ,110, , , ,30.18, , , , , ,M, ,SP, , , ,30.21, 
14739,20120503,1054,11,BKN006 OVC018, ,6, ,BR,,,1,, ,49, ,9.4, ,48, ,8.8, ,47, ,8.3, ,93, ,9, ,110, , , ,30.18, , , , , ,30.2, ,AA, , , ,30.21, 
14739,20120503,1115,11,SCT006 OVC016, ,9, , ,,,,, ,48, ,9, ,47, ,8.3, ,46, ,8, ,93, ,9, ,110, , , ,30.17, , , , , ,M, ,SP, , , ,30.2, 
14739,20120503,1152,11,FEW006 OVC011, ,10, , ,,,,, ,48, ,9, ,47, ,8.3, ,46, ,8, ,93, ,10, ,110, , , ,30.15, , , , , ,M, ,SP, , , ,30.18, 
14739,20120503,1154,11,FEW006 OVC011, ,10, , ,,,,, ,49, ,9.4, ,48, ,8.6, ,46, ,7.8, ,89, ,10, ,120, , , ,30.16, , , , , ,30.18, ,AA, , , ,30.19, 
14739,20120503,1254,11,FEW006 OVC011, ,10, , ,,,,, ,50, ,10, ,49, ,9.1, ,47, ,8.3, ,90, ,7, ,110, , , ,30.15, ,6, ,11, ,30.18, ,AA, , , ,30.18, 
14739,20120503,1354,11,FEW006 OVC011, ,10, , ,,,,, ,50, ,10, ,48, ,8.9, ,46, ,7.8, ,86, ,8, ,100, , , ,30.13, , , , , ,30.16, ,AA, , , ,30.16, 
14739,20120503,1454,11,FEW008 OVC013, ,10, , ,,,,, ,50, ,10, ,48, ,8.9, ,46, ,7.8, ,86, ,9, ,90, , , ,30.13, , , , , ,30.15, ,AA, , , ,30.16, 
14739,20120503,1554,11,FEW008 OVC013, ,10, , ,,,,, ,49, ,9.4, ,47, ,8.3, ,45, ,7.2, ,86, ,10, ,90, , , ,30.13, ,5, ,9, ,30.16, ,AA, , , ,30.16, 
14739,20120503,1654,11,FEW008 OVC013, ,10, , ,,,,, ,49, ,9.4, ,47, ,8.3, ,45, ,7.2, ,86, ,9, ,90, , , ,30.12, , , , , ,30.15, ,AA, , , ,30.15, 
14739,20120503,1754,11,FEW008 OVC013, ,10, , ,,,,, ,49, ,9.4, ,47, ,8.3, ,45, ,7.2, ,86, ,8, ,100, , , ,30.11, , , , , ,30.14, ,AA, , , ,30.14, 
14739,20120503,1854,11,OVC013, ,10, , ,,,,, ,49, ,9.4, ,48, ,8.6, ,46, ,7.8, ,89, ,6, ,130, , , ,30.1, ,8, ,8, ,30.13, ,AA, , , ,30.13, 
14739,20120503,1954,11,OVC011, ,6, ,#NAME?,,1,1,, ,49, ,9.4, ,48, ,8.6, ,46, ,7.8, ,89, ,3, ,120, , , ,30.11, , , , , ,30.14, ,AA, ,  T, ,30.14, 
14739,20120503,2054,11,OVC011, ,6, ,BR,,,1,, ,49, ,9.4, ,48, ,8.6, ,46, ,7.8, ,89, ,0, ,0, , , ,30.11, , , , , ,30.14, ,AA, ,  T, ,30.14, 
14739,20120503,2154,11,OVC011, ,9, , ,,,,, ,49, ,9.4, ,48, ,8.6, ,46, ,7.8, ,89, ,5, ,180, , , ,30.11, ,0, ,1, ,30.13, ,AA, , , ,30.14, 
14739,20120503,2202,11,OVC009, ,9, , ,,,,, ,48, ,9, ,47, ,8.3, ,46, ,8, ,93, ,5, ,180, , , ,30.1, , , , , ,M, ,SP, , , ,30.13, 
14739,20120503,2254,11,OVC007, ,8, , ,,,,, ,49, ,9.4, ,48, ,8.8, ,47, ,8.3, ,93, ,5, ,160, , , ,30.09, , , , , ,30.11, ,AA, , , ,30.12, 
14739,20120503,2346,11,FEW005 OVC031, ,9, , ,,,,, ,50, ,10, ,48, ,8.8, ,46, ,8, ,86, ,7, ,180, , , ,30.06, , , , , ,M, ,SP, , , ,30.09, 
14739,20120503,2354,11,FEW005 OVC031, ,9, , ,,,,, ,50, ,10, ,49, ,9.4, ,48, ,8.9, ,93, ,6, ,190, , , ,30.05, , , , , ,30.08, ,AA, , , ,30.08, 
14739,20120504,11,11,FEW005 OVC029, ,8, , ,,,,, ,50, ,10, ,49, ,9.4, ,48, ,9, ,93, ,6, ,200, , , ,30.06, , , , , ,M, ,SP, , , ,30.09, 
14739,20120504,27,11,FEW006 BKN014 OVC029, ,8, , ,,,,, ,50, ,10, ,49, ,9.4, ,48, ,9, ,93, ,6, ,190, , , ,30.05, , , , , ,M, ,SP, , , ,30.08, 
14739,20120504,51,11,BKN006 BKN014 OVC029, ,8, , ,,,,, ,50, ,10, ,49, ,9.4, ,48, ,9, ,93, ,7, ,200, , , ,30.04, , , , , ,M, ,SP, , , ,30.07, 
14739,20120504,54,11,BKN006 BKN014 OVC029, ,8, , ,,,,, ,50, ,10, ,49, ,9.4, ,48, ,8.9, ,93, ,7, ,210, , , ,30.04, ,6, ,17, ,30.07, ,AA, , , ,30.07, 
14739,20120504,129,11,SCT008 OVC028, ,10, , ,,,,, ,50, ,10, ,49, ,9.4, ,48, ,9, ,93, ,9, ,210, , , ,30.04, , , , , ,M, ,SP, , , ,30.07, 
