WBAN,Date,Time,StationType,SkyCondition,SkyConditionFlag,Visibility,VisibilityFlag,WeatherType,Rain,Drizzle,Mist,Fog,WeatherTypeFlag,DryBulbFarenheit,DryBulbFarenheitFlag,DryBulbCelsius,DryBulbCelsiusFlag,WetBulbFarenheit,WetBulbFarenheitFlag,WetBulbCelsius,WetBulbCelsiusFlag,DewPointFarenheit,DewPointFarenheitFlag,DewPointCelsius,DewPointCelsiusFlag,RelativeHumidity,RelativeHumidityFlag,WindSpeed,WindSpeedFlag,WindDirection,WindDirectionFlag,ValueForWindCharacter,ValueForWindCharacterFlag,StationPressure,StationPressureFlag,PressureTendency,PressureTendencyFlag,PressureChange,PressureChangeFlag,SeaLevelPressure,SeaLevelPressureFlag,RecordType,RecordTypeFlag,HourlyPrecip,HourlyPrecipFlag,Altimeter,AltimeterFlag
14739,20120602,1235,11,BKN006 BKN036 OVC049, ,2, ,-RA BR,1,,1,, ,61, ,16, ,59, ,14.8, ,57, ,14, ,87, ,20, ,100, , , ,29.76, , , , , ,M, ,SP, , , ,29.79, 
14739,20120602,1254,11,BKN005 BKN010 OVC035, ,2, ,-RA BR,1,,1,, ,60, ,15.6, ,59, ,14.9, ,58, ,14.4, ,93, ,20, ,100, , , ,29.75, ,8, ,22, ,29.78, ,AA, ,0.05, ,29.78, 
14739,20120602,1352,11,OVC007, ,4, ,BR,,,1,, ,61, ,16, ,60, ,15.4, ,59, ,15, ,93, ,15, ,100, , , ,29.74, , , , , ,M, ,SP, , , ,29.77, 
14739,20120602,1354,11,OVC007, ,4, ,BR,,,1,, ,60, ,15.6, ,59, ,15.2, ,59, ,15, ,97, ,15, ,100, , , ,29.73, , , , , ,29.76, ,AA, ,  T, ,29.76, 
14739,20120602,1454,11,BKN008 OVC012, ,5, ,BR,,,1,, ,61, ,16.1, ,60, ,15.4, ,59, ,15, ,93, ,17, ,110, , , ,29.71, , , , , ,29.74, ,AA, , , ,29.74, 
14739,20120602,1554,11,FEW004 BKN008 OVC015, ,3, ,-RA BR,1,,1,, ,59, ,15, ,58, ,14.6, ,58, ,14.4, ,97, ,21, ,110, , , ,29.68, ,8, ,24, ,29.71, ,AA, ,  T, ,29.71, 
14739,20120602,1644,11,FEW004 OVC008, ,2, ,-RA BR,1,,1,, ,59, ,15, ,58, ,14.3, ,57, ,14, ,93, ,21, ,120, ,30, ,29.68, , , , , ,M, ,SP, , , ,29.71, 
14739,20120602,1654,11,FEW003 OVC006, ,1.25, ,-RA BR,1,,1,, ,59, ,15, ,58, ,14.6, ,58, ,14.4, ,97, ,21, ,120, , , ,29.68, , , , , ,29.7, ,AA, ,0.02, ,29.71, 
14739,20120602,1754,11,OVC005, ,2, ,-RA BR,1,,1,, ,61, ,16.1, ,60, ,15.4, ,59, ,15, ,93, ,17, ,130, , , ,29.68, , , , , ,29.7, ,AA, ,0.07, ,29.71, 
14739,20120602,1803,11,BKN005 OVC011, ,1.5, ,-RA BR,1,,1,, ,61, ,16, ,61, ,16.1, ,61, ,16, ,100, ,17, ,130, , , ,29.67, , , , , ,M, ,SP, , , ,29.7, 
14739,20120602,1854,11,BKN007 OVC014, ,1.5, ,RA BR,1,,1,, ,62, ,16.7, ,61, ,16.3, ,61, ,16.1, ,97, ,15, ,140, , , ,29.67, ,6, ,3, ,29.7, ,AA, ,0.14, ,29.7, 
14739,20120602,1926,11,BKN007 OVC012, ,2.5, ,-RA BR,1,,1,, ,63, ,17, ,62, ,16.5, ,61, ,16, ,93, ,14, ,140, , , ,29.67, , , , , ,M, ,SP, , , ,29.7, 
14739,20120602,1954,11,BKN007 OVC012, ,4, ,-RA BR,1,,1,, ,62, ,16.7, ,61, ,16, ,60, ,15.6, ,93, ,15, ,130, , , ,29.68, , , , , ,29.7, ,AA, ,0.09, ,29.71, 
14739,20120602,2016,11,BKN007 OVC013, ,2, ,-RA BR,1,,1,, ,61, ,16, ,61, ,16.1, ,61, ,16, ,100, ,15, ,130, , , ,29.68, , , , , ,M, ,SP, , , ,29.71, 
14739,20120602,2054,11,BKN006 OVC011, ,2.5, ,-DZ BR,,1,1,, ,62, ,16.7, ,61, ,16.3, ,61, ,16.1, ,97, ,9, ,130, , , ,29.69, , , , , ,29.71, ,AA, ,0.03, ,29.72, 
14739,20120602,2120,11,OVC005, ,3, ,-DZ BR,,1,1,, ,61, ,16, ,61, ,16.1, ,61, ,16, ,100, ,9, ,140, , , ,29.68, , , , , ,M, ,SP, , , ,29.71, 
14739,20120602,2154,11,OVC005, ,5, ,BR,,,1,, ,62, ,16.7, ,61, ,16.3, ,61, ,16.1, ,97, ,9, ,150, , , ,29.67, ,0, ,0, ,29.7, ,AA, ,0.02, ,29.7, 
14739,20120602,2254,11,OVC006, ,5, ,-DZ BR,,1,1,, ,62, ,16.7, ,61, ,16.3, ,61, ,16.1, ,97, ,8, ,150, , , ,29.67, , , , , ,29.7, ,AA, ,  T, ,29.7, 
14739,20120602,2333,11,OVC005, ,1, ,BR,,,1,, ,61, ,16, ,61, ,16.1, ,61, ,16, ,100, ,8, ,130, , , ,29.67, , , , , ,M, ,SP, , , ,29.7, 
14739,20120602,2335,11,OVC003, ,0.5, ,BR,,,1,, ,61, ,16, ,61, ,16.1, ,61, ,16, ,100, ,8, ,130, , , ,29.67, , , , , ,M, ,SP, , , ,29.7, 
14739,20120602,2354,11,OVC003, ,0.5, ,BR,,,1,, ,60, ,15.6, ,59, ,15.2, ,59, ,15, ,97, ,5, ,120, , , ,29.67, , , , , ,29.69, ,AA, ,  T, ,29.7, 
14739,20120603,54,11,OVC003, ,0.5, ,-DZ BR,,1,1,, ,60, ,15.6, ,59, ,15.2, ,59, ,15, ,97, ,7, ,120, , , ,29.65, ,8, ,8, ,29.68, ,AA, ,  T, ,29.68, 
14739,20120603,154,11,OVC002, ,0.25, ,BR,,,1,, ,60, ,15.6, ,59, ,15.2, ,59, ,15, ,97, ,7, ,140, , , ,29.64, , , , , ,29.66, ,AA, ,0.01, ,29.67, 
14739,20120603,245,11,SCT002 OVC006, ,1, ,BR,,,1,, ,61, ,16, ,61, ,16.1, ,61, ,16, ,100, ,5, ,310, , , ,29.63, , , , , ,M, ,SP, , , ,29.66, 
14739,20120603,254,11,SCT002 OVC008, ,1, ,BR,,,1,, ,61, ,16.1, ,60, ,15.4, ,59, ,15, ,93, ,8, ,300, , , ,29.63, , , , , ,29.65, ,AA, , , ,29.66, 
14739,20120603,354,11,OVC004, ,1.5, ,BR,,,1,, ,60, ,15.6, ,59, ,15.2, ,59, ,15, ,97, ,9, ,300, , , ,29.62, ,6, ,11, ,29.65, ,AA, ,  T, ,29.65, 
14739,20120603,413,11,OVC004, ,3, ,BR,,,1,, ,61, ,16, ,59, ,14.8, ,57, ,14, ,87, ,9, ,300, , , ,29.62, , , , , ,M, ,SP, , , ,29.65, 
14739,20120603,454,11,OVC004, ,3, ,BR,,,1,, ,59, ,15, ,58, ,14.6, ,58, ,14.4, ,97, ,10, ,300, , , ,29.62, , , , , ,29.65, ,AA, , , ,29.65, 
14739,20120603,533,11,OVC005, ,3, , ,,,,, ,59, ,15, ,58, ,14.3, ,57, ,14, ,93, ,13, ,320, ,20, ,29.63, , , , , ,M, ,SP, , , ,29.66, 
14739,20120603,554,11,OVC008, ,3, , ,,,,, ,59, ,15, ,57, ,14, ,56, ,13.3, ,90, ,14, ,310, , , ,29.63, , , , , ,29.66, ,AA, ,  T, ,29.66, 
14739,20120603,654,11,OVC008, ,10, , ,,,,, ,59, ,15, ,57, ,14, ,56, ,13.3, ,90, ,13, ,330, ,20, ,29.63, ,1, ,5, ,29.66, ,AA, , , ,29.66, 
14739,20120603,754,11,OVC008, ,4, ,-RA BR,1,,1,, ,60, ,15.6, ,58, ,14.6, ,57, ,13.9, ,90, ,13, ,310, , , ,29.63, , , , , ,29.66, ,AA, ,  T, ,29.66, 
14739,20120603,825,11,OVC010, ,8, ,-DZ,,1,,, ,59, ,15, ,57, ,13.7, ,55, ,13, ,87, ,18, ,320, , , ,29.63, , , , , ,M, ,SP, , , ,29.66, 
14739,20120603,854,11,OVC012, ,10, , ,,,,, ,59, ,15, ,56, ,13.4, ,54, ,12.2, ,84, ,16, ,320, ,23, ,29.64, , , , , ,29.67, ,AA, ,  T, ,29.67, 
14739,20120603,954,11,BKN014 BKN020 OVC028, ,10, ,-DZ,,1,,, ,60, ,15.6, ,56, ,13.4, ,53, ,11.7, ,78, ,15, ,340, ,23, ,29.65, ,3, ,5, ,29.67, ,AA, ,  T, ,29.68, 
14739,20120603,1027,11,BKN015 BKN023 OVC250, ,10, , ,,,,, ,61, ,16, ,57, ,13.9, ,54, ,12, ,78, ,15, ,340, , , ,29.64, , , , , ,M, ,SP, , , ,29.67, 
14739,20120603,1054,11,BKN020 OVC028, ,10, , ,,,,, ,61, ,16.1, ,56, ,13.3, ,52, ,11.1, ,72, ,16, ,350, ,21, ,29.65, , , , , ,29.67, ,AA, ,  T, ,29.68, 
14739,20120603,1154,11,BKN021 BKN029 OVC037, ,10, , ,,,,, ,60, ,15.6, ,55, ,12.8, ,51, ,10.6, ,72, ,15, ,350, , , ,29.66, , , , , ,29.68, ,AA, ,  T, ,29.69, 
14739,20120603,1254,11,BKN014 BKN023 OVC034, ,10, , ,,,,, ,59, ,15, ,56, ,13.1, ,53, ,11.7, ,81, ,15, ,350, ,21, ,29.65, ,0, ,0, ,29.67, ,AA, ,  T, ,29.68, 
14739,20120603,1307,11,SCT012 OVC019, ,7, ,-RA,1,,,, ,57, ,14, ,55, ,12.9, ,54, ,12, ,90, ,17, ,10, ,24, ,29.65, , , , , ,M, ,SP, , , ,29.68, 
14739,20120603,1354,11,BKN017 BKN022 OVC036, ,10, , ,,,,, ,60, ,15.6, ,56, ,13.1, ,52, ,11.1, ,75, ,16, ,10, ,24, ,29.64, , , , , ,29.67, ,AA, ,  T, ,29.67, 
14739,20120603,1454,11,SCT018 BKN024 OVC029, ,10, , ,,,,, ,59, ,15, ,55, ,12.5, ,51, ,10.6, ,75, ,17, ,20, , , ,29.65, , , , , ,29.67, ,AA, , , ,29.68, 
14739,20120603,1554,11,FEW013 OVC020, ,8, ,-RA,1,,,, ,56, ,13.3, ,53, ,11.8, ,51, ,10.6, ,83, ,16, ,10, ,26, ,29.65, ,5, ,0, ,29.67, ,AA, ,  T, ,29.68, 
14739,20120603,1654,11,BKN020 BKN030 OVC039, ,10, , ,,,,, ,58, ,14.4, ,54, ,12, ,50, ,10, ,75, ,14, ,10, , , ,29.63, , , , , ,29.66, ,AA, ,  T, ,29.66, 
14739,20120603,1754,11,FEW016 BKN020 OVC036, ,10, , ,,,,, ,57, ,13.9, ,53, ,11.8, ,50, ,10, ,78, ,15, ,20, ,23, ,29.65, , , , , ,29.67, ,AA, ,  T, ,29.68, 
14739,20120603,1846,11,SCT009 OVC014, ,6, ,-RA BR,1,,1,, ,55, ,13, ,53, ,11.8, ,52, ,11, ,90, ,14, ,20, , , ,29.65, , , , , ,M, ,SP, , , ,29.68, 
14739,20120603,1854,11,BKN014 BKN018 OVC023, ,6, ,-RA BR,1,,1,, ,55, ,12.8, ,53, ,11.5, ,51, ,10.6, ,86, ,14, ,10, ,23, ,29.65, ,3, ,2, ,29.68, ,AA, ,  T, ,29.68, 
14739,20120603,1904,11,FEW010 BKN016 OVC024, ,10, , ,,,,, ,54, ,12, ,52, ,11, ,50, ,10, ,86, ,20, ,30, ,28, ,29.66, , , , , ,M, ,SP, , , ,29.69, 
14739,20120603,1942,11,BKN013 BKN018 OVC040, ,10, , ,,,,, ,54, ,12, ,52, ,11, ,50, ,10, ,86, ,16, ,20, ,23, ,29.65, , , , , ,M, ,SP, , , ,29.68, 
14739,20120603,1954,11,BKN013 BKN023 OVC037, ,10, , ,,,,, ,54, ,12.2, ,52, ,11, ,50, ,10, ,86, ,16, ,10, ,25, ,29.65, , , , , ,29.68, ,AA, , , ,29.68, 
14739,20120603,2015,11,FEW010 OVC015, ,10, , ,,,,, ,54, ,12, ,52, ,11, ,50, ,10, ,86, ,14, ,10, , , ,29.65, , , , , ,M, ,SP, , , ,29.68, 
14739,20120603,2054,11,SCT015 BKN024 OVC035, ,10, , ,,,,, ,54, ,12.2, ,51, ,10.7, ,49, ,9.4, ,83, ,17, ,20, ,24, ,29.64, , , , , ,29.67, ,AA, , , ,29.67, 
14739,20120603,2154,11,SCT013 BKN019 OVC026, ,10, , ,,,,, ,54, ,12.2, ,51, ,10.7, ,49, ,9.4, ,83, ,17, ,10, , , ,29.63, ,8, ,8, ,29.66, ,AA, , , ,29.66, 
14739,20120603,2254,11,BKN016 OVC025, ,10, , ,,,,, ,54, ,12.2, ,51, ,10.4, ,48, ,8.9, ,80, ,20, ,10, ,24, ,29.63, , , , , ,29.65, ,AA, , , ,29.66, 
14739,20120603,2331,11,BKN013 OVC020, ,7, ,-RA,1,,,, ,54, ,12, ,51, ,10.4, ,48, ,9, ,80, ,15, ,10, ,23, ,29.62, , , , , ,M, ,SP, , , ,29.65, 
14739,20120603,2354,11,BKN013 OVC019, ,10, , ,,,,, ,53, ,11.7, ,51, ,10.5, ,49, ,9.4, ,86, ,14, ,20, , , ,29.61, , , , , ,29.64, ,AA, ,  T, ,29.64, 
14739,20120604,10,11,BKN017 BKN023 OVC028, ,9, , ,,,,, ,54, ,12, ,51, ,10.4, ,48, ,9, ,80, ,11, ,10, , , ,29.61, , , , , ,M, ,SP, , , ,29.64, 
14739,20120604,20,11,BKN014 OVC022, ,9, ,-RA,1,,,, ,54, ,12, ,51, ,10.4, ,48, ,9, ,80, ,13, ,360, , , ,29.61, , , , , ,M, ,SP, , , ,29.64, 
14739,20120604,54,11,BKN014 BKN020 OVC027, ,10, , ,,,,, ,52, ,11.1, ,50, ,10.2, ,49, ,9.4, ,90, ,15, ,10, ,22, ,29.61, ,8, ,8, ,29.63, ,AA, ,  T, ,29.64, 
14739,20120604,101,11,SCT014 BKN020 OVC028, ,7, ,-RA,1,,,, ,52, ,11, ,50, ,9.9, ,48, ,9, ,86, ,16, ,10, ,22, ,29.61, , , , , ,M, ,SP, , , ,29.64, 
14739,20120604,113,11,BKN014 OVC023, ,10, ,-RA,1,,,, ,52, ,11, ,50, ,9.9, ,48, ,9, ,86, ,14, ,360, , , ,29.61, , , , , ,M, ,SP, , , ,29.64, 
14739,20120604,154,11,OVC014, ,9, , ,,,,, ,51, ,10.6, ,49, ,9.7, ,48, ,8.9, ,90, ,15, ,10, , , ,29.6, , , , , ,29.63, ,AA, ,  T, ,29.63, 
14739,20120604,254,11,BKN013 OVC019, ,7, ,-RA,1,,,, ,50, ,10, ,49, ,9.4, ,48, ,8.9, ,93, ,18, ,360, ,25, ,29.58, , , , , ,29.6, ,AA, ,  T, ,29.61, 
14739,20120604,319,11,SCT011 OVC017, ,6, ,-RA BR,1,,1,, ,50, ,10, ,49, ,9.4, ,48, ,9, ,93, ,13, ,360, ,22, ,29.58, , , , , ,M, ,SP, , , ,29.61, 
14739,20120604,329,11,SCT010 BKN014 OVC021, ,5, ,-RA BR,1,,1,, ,50, ,10, ,49, ,9.4, ,48, ,9, ,93, ,14, ,350, , , ,29.58, , , , , ,M, ,SP, , , ,29.61, 
14739,20120604,340,11,SCT008 BKN013 OVC020, ,5, ,-RA BR,1,,1,, ,50, ,10, ,49, ,9.4, ,48, ,9, ,93, ,13, ,350, , , ,29.58, , , , , ,M, ,SP, , , ,29.61, 
14739,20120604,354,11,BKN010 OVC015, ,5, ,-RA BR,1,,1,, ,50, ,10, ,49, ,9.4, ,48, ,8.9, ,93, ,14, ,360, , , ,29.58, ,5, ,8, ,29.61, ,AA, ,0.01, ,29.61, 
14739,20120604,446,11,BKN008 OVC014, ,5, ,-RA BR,1,,1,, ,50, ,10, ,49, ,9.4, ,48, ,9, ,93, ,14, ,360, , , ,29.59, , , , , ,M, ,SP, , , ,29.62, 
14739,20120604,452,11,BKN010 OVC013, ,4, ,-RA BR,1,,1,, ,52, ,11, ,50, ,9.9, ,48, ,9, ,86, ,13, ,360, , , ,29.59, , , , , ,M, ,SP, , , ,29.62, 
14739,20120604,454,11,BKN010 OVC013, ,4, ,-RA BR,1,,1,, ,51, ,10.6, ,49, ,9.7, ,48, ,8.9, ,90, ,11, ,360, ,20, ,29.59, , , , , ,29.62, ,AA, ,  T, ,29.62, 
14739,20120604,521,11,BKN009 OVC014, ,3, ,-RA BR,1,,1,, ,52, ,11, ,50, ,9.9, ,48, ,9, ,86, ,15, ,10, , , ,29.59, , , , , ,M, ,SP, , , ,29.62, 
14739,20120604,528,11,BKN009 OVC014, ,2.5, ,-RA BR,1,,1,, ,52, ,11, ,50, ,9.9, ,48, ,9, ,86, ,16, ,10, ,21, ,29.59, , , , , ,M, ,SP, , , ,29.62, 
14739,20120604,554,11,BKN009 OVC016, ,2.5, ,-RA BR,1,,1,, ,51, ,10.6, ,50, ,9.9, ,49, ,9.4, ,93, ,14, ,20, ,23, ,29.6, , , , , ,29.62, ,AA, ,0.01, ,29.63, 
14739,20120604,623,11,BKN009 OVC015, ,1.75, ,-RA BR,1,,1,, ,52, ,11, ,50, ,9.9, ,48, ,9, ,86, ,16, ,20, ,24, ,29.6, , , , , ,M, ,SP, , , ,29.63, 
